id,category,subcategory,question,correct_answer,difficulty,model,status,extracted,rel_error
Q038,Disease Statistics,Global Comparison,"What is the total disease death toll in Germany as of May 13, 2026?",183027,Medium,Groq_Compound,partial,270000.0,0.4752
Q038,Disease Statistics,Global Comparison,"What is the total disease death toll in Germany as of May 13, 2026?",183027,Medium,Groq_Compound_Mini,error,,
Q038,Disease Statistics,Global Comparison,"What is the total disease death toll in Germany as of May 13, 2026?",183027,Medium,Allam_2_7B,refusal,,
Q038,Disease Statistics,Global Comparison,"What is the total disease death toll in Germany as of May 13, 2026?",183027,Medium,OSS_Safeguard_20B,error,,
Q039,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Brazil as of May 13, 2026?",38743918,Medium,LLaMA_3_3_70B,partial,31787948.0,0.1795
Q039,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Brazil as of May 13, 2026?",38743918,Medium,LLaMA_3_1_8B,refusal,,
Q039,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Brazil as of May 13, 2026?",38743918,Medium,LLaMA_4_Scout_17B,refusal,,
Q039,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Brazil as of May 13, 2026?",38743918,Medium,Qwen3_32B,hallucinated,2026.0,0.9999
Q039,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Brazil as of May 13, 2026?",38743918,Medium,OpenAI_OSS_20B,refusal,,
Q039,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Brazil as of May 13, 2026?",38743918,Medium,NVIDIA_Nemotron_120B,error,,
Q039,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Brazil as of May 13, 2026?",38743918,Medium,OpenAI_OSS_120B,hallucinated,0.0,1.0
Q039,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Brazil as of May 13, 2026?",38743918,Medium,Gemma_4_31B,error,,
Q039,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Brazil as of May 13, 2026?",38743918,Medium,MiniMax_M2_5,refusal,,
Q039,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Brazil as of May 13, 2026?",38743918,Medium,Baidu_CoBuddy,error,,
Q039,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Brazil as of May 13, 2026?",38743918,Medium,LiquidAI_Instruct,error,,
Q039,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Brazil as of May 13, 2026?",38743918,Medium,OpenAI_OSS_20B_OR,partial,20000000.0,0.4838
Q039,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Brazil as of May 13, 2026?",38743918,Medium,Owl_Alpha,hallucinated,1247832.0,0.9678
Q039,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Brazil as of May 13, 2026?",38743918,Medium,Free_Router,hallucinated,0.0,1.0
Q039,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Brazil as of May 13, 2026?",38743918,Medium,Groq_Compound,error,,
Q039,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Brazil as of May 13, 2026?",38743918,Medium,Groq_Compound_Mini,error,,
Q039,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Brazil as of May 13, 2026?",38743918,Medium,Allam_2_7B,refusal,,
Q039,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Brazil as of May 13, 2026?",38743918,Medium,OSS_Safeguard_20B,error,,
Q040,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Brazil in total as of May 13, 2026?",38743918,Medium,LLaMA_3_3_70B,hallucinated,13193205.0,0.6595
Q040,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Brazil in total as of May 13, 2026?",38743918,Medium,LLaMA_3_1_8B,refusal,,
Q040,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Brazil in total as of May 13, 2026?",38743918,Medium,LLaMA_4_Scout_17B,refusal,,
Q040,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Brazil in total as of May 13, 2026?",38743918,Medium,Qwen3_32B,hallucinated,2026.0,0.9999
Q040,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Brazil in total as of May 13, 2026?",38743918,Medium,OpenAI_OSS_20B,refusal,,
Q040,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Brazil in total as of May 13, 2026?",38743918,Medium,NVIDIA_Nemotron_120B,error,,
Q040,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Brazil in total as of May 13, 2026?",38743918,Medium,OpenAI_OSS_120B,refusal,,
Q040,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Brazil in total as of May 13, 2026?",38743918,Medium,Gemma_4_31B,error,,
Q040,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Brazil in total as of May 13, 2026?",38743918,Medium,MiniMax_M2_5,refusal,,
Q040,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Brazil in total as of May 13, 2026?",38743918,Medium,Baidu_CoBuddy,error,,
Q040,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Brazil in total as of May 13, 2026?",38743918,Medium,LiquidAI_Instruct,error,,
Q040,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Brazil in total as of May 13, 2026?",38743918,Medium,OpenAI_OSS_20B_OR,refusal,,
Q040,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Brazil in total as of May 13, 2026?",38743918,Medium,Owl_Alpha,hallucinated,1000000.0,0.9742
Q040,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Brazil in total as of May 13, 2026?",38743918,Medium,Free_Router,hallucinated,1842317459.0,46.5511
Q040,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Brazil in total as of May 13, 2026?",38743918,Medium,Groq_Compound,error,,
Q040,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Brazil in total as of May 13, 2026?",38743918,Medium,Groq_Compound_Mini,hallucinated,375000.0,0.9903
Q040,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Brazil in total as of May 13, 2026?",38743918,Medium,Allam_2_7B,refusal,,
Q040,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Brazil in total as of May 13, 2026?",38743918,Medium,OSS_Safeguard_20B,error,,
Q041,Disease Statistics,Global Comparison,"How many disease deaths have been reported in Brazil as of May 13, 2026?",711380,Medium,LLaMA_3_3_70B,correct,741457.0,0.0423
Q041,Disease Statistics,Global Comparison,"How many disease deaths have been reported in Brazil as of May 13, 2026?",711380,Medium,LLaMA_3_1_8B,refusal,,
Q041,Disease Statistics,Global Comparison,"How many disease deaths have been reported in Brazil as of May 13, 2026?",711380,Medium,LLaMA_4_Scout_17B,refusal,,
Q041,Disease Statistics,Global Comparison,"How many disease deaths have been reported in Brazil as of May 13, 2026?",711380,Medium,Qwen3_32B,refusal,,
Q041,Disease Statistics,Global Comparison,"How many disease deaths have been reported in Brazil as of May 13, 2026?",711380,Medium,OpenAI_OSS_20B,refusal,,
Q041,Disease Statistics,Global Comparison,"How many disease deaths have been reported in Brazil as of May 13, 2026?",711380,Medium,NVIDIA_Nemotron_120B,error,,
Q041,Disease Statistics,Global Comparison,"How many disease deaths have been reported in Brazil as of May 13, 2026?",711380,Medium,OpenAI_OSS_120B,hallucinated,1234567.0,0.7355
Q041,Disease Statistics,Global Comparison,"How many disease deaths have been reported in Brazil as of May 13, 2026?",711380,Medium,Gemma_4_31B,error,,
Q041,Disease Statistics,Global Comparison,"How many disease deaths have been reported in Brazil as of May 13, 2026?",711380,Medium,MiniMax_M2_5,refusal,,
Q041,Disease Statistics,Global Comparison,"How many disease deaths have been reported in Brazil as of May 13, 2026?",711380,Medium,Baidu_CoBuddy,error,,
Q041,Disease Statistics,Global Comparison,"How many disease deaths have been reported in Brazil as of May 13, 2026?",711380,Medium,LiquidAI_Instruct,error,,
Q041,Disease Statistics,Global Comparison,"How many disease deaths have been reported in Brazil as of May 13, 2026?",711380,Medium,OpenAI_OSS_20B_OR,hallucinated,1200000.0,0.6869
Q041,Disease Statistics,Global Comparison,"How many disease deaths have been reported in Brazil as of May 13, 2026?",711380,Medium,Owl_Alpha,hallucinated,1247893.0,0.7542
Q041,Disease Statistics,Global Comparison,"How many disease deaths have been reported in Brazil as of May 13, 2026?",711380,Medium,Free_Router,error,,
Q041,Disease Statistics,Global Comparison,"How many disease deaths have been reported in Brazil as of May 13, 2026?",711380,Medium,Groq_Compound,hallucinated,95.0,0.9999
Q041,Disease Statistics,Global Comparison,"How many disease deaths have been reported in Brazil as of May 13, 2026?",711380,Medium,Groq_Compound_Mini,error,,
Q041,Disease Statistics,Global Comparison,"How many disease deaths have been reported in Brazil as of May 13, 2026?",711380,Medium,Allam_2_7B,refusal,,
Q041,Disease Statistics,Global Comparison,"How many disease deaths have been reported in Brazil as of May 13, 2026?",711380,Medium,OSS_Safeguard_20B,error,,
Q042,Disease Statistics,Global Comparison,"What is the total disease death toll in Brazil as of May 13, 2026?",711380,Medium,LLaMA_3_3_70B,correct,667031.0,0.0623
Q042,Disease Statistics,Global Comparison,"What is the total disease death toll in Brazil as of May 13, 2026?",711380,Medium,LLaMA_3_1_8B,refusal,,
Q042,Disease Statistics,Global Comparison,"What is the total disease death toll in Brazil as of May 13, 2026?",711380,Medium,LLaMA_4_Scout_17B,refusal,,
Q042,Disease Statistics,Global Comparison,"What is the total disease death toll in Brazil as of May 13, 2026?",711380,Medium,Qwen3_32B,hallucinated,2026.0,0.9972
Q042,Disease Statistics,Global Comparison,"What is the total disease death toll in Brazil as of May 13, 2026?",711380,Medium,OpenAI_OSS_20B,refusal,,
Q042,Disease Statistics,Global Comparison,"What is the total disease death toll in Brazil as of May 13, 2026?",711380,Medium,NVIDIA_Nemotron_120B,error,,
Q042,Disease Statistics,Global Comparison,"What is the total disease death toll in Brazil as of May 13, 2026?",711380,Medium,OpenAI_OSS_120B,refusal,,
Q042,Disease Statistics,Global Comparison,"What is the total disease death toll in Brazil as of May 13, 2026?",711380,Medium,Gemma_4_31B,error,,
Q042,Disease Statistics,Global Comparison,"What is the total disease death toll in Brazil as of May 13, 2026?",711380,Medium,MiniMax_M2_5,refusal,,
Q042,Disease Statistics,Global Comparison,"What is the total disease death toll in Brazil as of May 13, 2026?",711380,Medium,Baidu_CoBuddy,error,,
Q042,Disease Statistics,Global Comparison,"What is the total disease death toll in Brazil as of May 13, 2026?",711380,Medium,LiquidAI_Instruct,error,,
Q042,Disease Statistics,Global Comparison,"What is the total disease death toll in Brazil as of May 13, 2026?",711380,Medium,OpenAI_OSS_20B_OR,hallucinated,1500000.0,1.1086
Q042,Disease Statistics,Global Comparison,"What is the total disease death toll in Brazil as of May 13, 2026?",711380,Medium,Owl_Alpha,hallucinated,1200000.0,0.6869
Q042,Disease Statistics,Global Comparison,"What is the total disease death toll in Brazil as of May 13, 2026?",711380,Medium,Free_Router,hallucinated,0.0,1.0
Q042,Disease Statistics,Global Comparison,"What is the total disease death toll in Brazil as of May 13, 2026?",711380,Medium,Groq_Compound,hallucinated,1500000.0,1.1086
Q042,Disease Statistics,Global Comparison,"What is the total disease death toll in Brazil as of May 13, 2026?",711380,Medium,Groq_Compound_Mini,hallucinated,5.0,1.0
Q042,Disease Statistics,Global Comparison,"What is the total disease death toll in Brazil as of May 13, 2026?",711380,Medium,Allam_2_7B,refusal,,
Q042,Disease Statistics,Global Comparison,"What is the total disease death toll in Brazil as of May 13, 2026?",711380,Medium,OSS_Safeguard_20B,error,,
Q043,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in S. Korea as of May 13, 2026?",34571873,Medium,LLaMA_3_3_70B,refusal,,
Q043,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in S. Korea as of May 13, 2026?",34571873,Medium,LLaMA_3_1_8B,refusal,,
Q043,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in S. Korea as of May 13, 2026?",34571873,Medium,LLaMA_4_Scout_17B,refusal,,
Q043,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in S. Korea as of May 13, 2026?",34571873,Medium,Qwen3_32B,hallucinated,2026.0,0.9999
Q043,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in S. Korea as of May 13, 2026?",34571873,Medium,OpenAI_OSS_20B,refusal,,
Q043,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in S. Korea as of May 13, 2026?",34571873,Medium,NVIDIA_Nemotron_120B,error,,
Q043,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in S. Korea as of May 13, 2026?",34571873,Medium,OpenAI_OSS_120B,hallucinated,0.0,1.0
Q043,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in S. Korea as of May 13, 2026?",34571873,Medium,Gemma_4_31B,error,,
Q043,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in S. Korea as of May 13, 2026?",34571873,Medium,MiniMax_M2_5,error,,
Q043,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in S. Korea as of May 13, 2026?",34571873,Medium,Baidu_CoBuddy,error,,
Q043,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in S. Korea as of May 13, 2026?",34571873,Medium,LiquidAI_Instruct,error,,
Q043,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in S. Korea as of May 13, 2026?",34571873,Medium,OpenAI_OSS_20B_OR,hallucinated,1600000.0,0.9537
Q043,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in S. Korea as of May 13, 2026?",34571873,Medium,Owl_Alpha,hallucinated,1247836.0,0.9639
Q043,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in S. Korea as of May 13, 2026?",34571873,Medium,Free_Router,error,,
Q043,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in S. Korea as of May 13, 2026?",34571873,Medium,Groq_Compound,error,,
Q043,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in S. Korea as of May 13, 2026?",34571873,Medium,Groq_Compound_Mini,hallucinated,0.0,1.0
Q043,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in S. Korea as of May 13, 2026?",34571873,Medium,Allam_2_7B,refusal,,
Q043,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in S. Korea as of May 13, 2026?",34571873,Medium,OSS_Safeguard_20B,error,,
Q044,Disease Statistics,Global Comparison,"How many disease infections have been recorded in S. Korea in total as of May 13, 2026?",34571873,Medium,LLaMA_3_3_70B,partial,24017911.0,0.3053
Q044,Disease Statistics,Global Comparison,"How many disease infections have been recorded in S. Korea in total as of May 13, 2026?",34571873,Medium,LLaMA_3_1_8B,refusal,,
Q044,Disease Statistics,Global Comparison,"How many disease infections have been recorded in S. Korea in total as of May 13, 2026?",34571873,Medium,LLaMA_4_Scout_17B,refusal,,
Q044,Disease Statistics,Global Comparison,"How many disease infections have been recorded in S. Korea in total as of May 13, 2026?",34571873,Medium,Qwen3_32B,refusal,,
Q044,Disease Statistics,Global Comparison,"How many disease infections have been recorded in S. Korea in total as of May 13, 2026?",34571873,Medium,OpenAI_OSS_20B,refusal,,
Q044,Disease Statistics,Global Comparison,"How many disease infections have been recorded in S. Korea in total as of May 13, 2026?",34571873,Medium,NVIDIA_Nemotron_120B,error,,
Q044,Disease Statistics,Global Comparison,"How many disease infections have been recorded in S. Korea in total as of May 13, 2026?",34571873,Medium,OpenAI_OSS_120B,hallucinated,0.0,1.0
Q044,Disease Statistics,Global Comparison,"How many disease infections have been recorded in S. Korea in total as of May 13, 2026?",34571873,Medium,Gemma_4_31B,error,,
Q044,Disease Statistics,Global Comparison,"How many disease infections have been recorded in S. Korea in total as of May 13, 2026?",34571873,Medium,MiniMax_M2_5,error,,
Q044,Disease Statistics,Global Comparison,"How many disease infections have been recorded in S. Korea in total as of May 13, 2026?",34571873,Medium,Baidu_CoBuddy,error,,
Q044,Disease Statistics,Global Comparison,"How many disease infections have been recorded in S. Korea in total as of May 13, 2026?",34571873,Medium,LiquidAI_Instruct,error,,
Q044,Disease Statistics,Global Comparison,"How many disease infections have been recorded in S. Korea in total as of May 13, 2026?",34571873,Medium,OpenAI_OSS_20B_OR,hallucinated,2000000.0,0.9421
Q044,Disease Statistics,Global Comparison,"How many disease infections have been recorded in S. Korea in total as of May 13, 2026?",34571873,Medium,Owl_Alpha,hallucinated,1247832.0,0.9639
Q044,Disease Statistics,Global Comparison,"How many disease infections have been recorded in S. Korea in total as of May 13, 2026?",34571873,Medium,Free_Router,refusal,,
Q044,Disease Statistics,Global Comparison,"How many disease infections have been recorded in S. Korea in total as of May 13, 2026?",34571873,Medium,Groq_Compound,error,,
Q044,Disease Statistics,Global Comparison,"How many disease infections have been recorded in S. Korea in total as of May 13, 2026?",34571873,Medium,Groq_Compound_Mini,error,,
Q044,Disease Statistics,Global Comparison,"How many disease infections have been recorded in S. Korea in total as of May 13, 2026?",34571873,Medium,Allam_2_7B,refusal,,
Q044,Disease Statistics,Global Comparison,"How many disease infections have been recorded in S. Korea in total as of May 13, 2026?",34571873,Medium,OSS_Safeguard_20B,error,,
Q045,Disease Statistics,Global Comparison,"How many disease deaths have been reported in S. Korea as of May 13, 2026?",35934,Medium,LLaMA_3_3_70B,hallucinated,0.0,1.0
Q045,Disease Statistics,Global Comparison,"How many disease deaths have been reported in S. Korea as of May 13, 2026?",35934,Medium,LLaMA_3_1_8B,refusal,,
Q045,Disease Statistics,Global Comparison,"How many disease deaths have been reported in S. Korea as of May 13, 2026?",35934,Medium,LLaMA_4_Scout_17B,refusal,,
Q045,Disease Statistics,Global Comparison,"How many disease deaths have been reported in S. Korea as of May 13, 2026?",35934,Medium,Qwen3_32B,refusal,,
Q045,Disease Statistics,Global Comparison,"How many disease deaths have been reported in S. Korea as of May 13, 2026?",35934,Medium,OpenAI_OSS_20B,refusal,,
Q045,Disease Statistics,Global Comparison,"How many disease deaths have been reported in S. Korea as of May 13, 2026?",35934,Medium,NVIDIA_Nemotron_120B,error,,
Q045,Disease Statistics,Global Comparison,"How many disease deaths have been reported in S. Korea as of May 13, 2026?",35934,Medium,OpenAI_OSS_120B,hallucinated,0.0,1.0
Q045,Disease Statistics,Global Comparison,"How many disease deaths have been reported in S. Korea as of May 13, 2026?",35934,Medium,Gemma_4_31B,error,,
Q045,Disease Statistics,Global Comparison,"How many disease deaths have been reported in S. Korea as of May 13, 2026?",35934,Medium,MiniMax_M2_5,refusal,,
Q045,Disease Statistics,Global Comparison,"How many disease deaths have been reported in S. Korea as of May 13, 2026?",35934,Medium,Baidu_CoBuddy,error,,
Q045,Disease Statistics,Global Comparison,"How many disease deaths have been reported in S. Korea as of May 13, 2026?",35934,Medium,LiquidAI_Instruct,error,,
Q045,Disease Statistics,Global Comparison,"How many disease deaths have been reported in S. Korea as of May 13, 2026?",35934,Medium,OpenAI_OSS_20B_OR,hallucinated,1200.0,0.9666
Q045,Disease Statistics,Global Comparison,"How many disease deaths have been reported in S. Korea as of May 13, 2026?",35934,Medium,Owl_Alpha,hallucinated,0.0,1.0
Q045,Disease Statistics,Global Comparison,"How many disease deaths have been reported in S. Korea as of May 13, 2026?",35934,Medium,Free_Router,error,,
Q045,Disease Statistics,Global Comparison,"How many disease deaths have been reported in S. Korea as of May 13, 2026?",35934,Medium,Groq_Compound,hallucinated,49.0,0.9986
Q045,Disease Statistics,Global Comparison,"How many disease deaths have been reported in S. Korea as of May 13, 2026?",35934,Medium,Groq_Compound_Mini,hallucinated,167.0,0.9954
Q045,Disease Statistics,Global Comparison,"How many disease deaths have been reported in S. Korea as of May 13, 2026?",35934,Medium,Allam_2_7B,refusal,,
Q045,Disease Statistics,Global Comparison,"How many disease deaths have been reported in S. Korea as of May 13, 2026?",35934,Medium,OSS_Safeguard_20B,error,,
Q046,Disease Statistics,Global Comparison,"What is the total disease death toll in S. Korea as of May 13, 2026?",35934,Medium,LLaMA_3_3_70B,refusal,,
Q046,Disease Statistics,Global Comparison,"What is the total disease death toll in S. Korea as of May 13, 2026?",35934,Medium,LLaMA_3_1_8B,refusal,,
Q046,Disease Statistics,Global Comparison,"What is the total disease death toll in S. Korea as of May 13, 2026?",35934,Medium,LLaMA_4_Scout_17B,refusal,,
Q046,Disease Statistics,Global Comparison,"What is the total disease death toll in S. Korea as of May 13, 2026?",35934,Medium,Qwen3_32B,hallucinated,2026.0,0.9436
Q046,Disease Statistics,Global Comparison,"What is the total disease death toll in S. Korea as of May 13, 2026?",35934,Medium,OpenAI_OSS_20B,refusal,,
Q046,Disease Statistics,Global Comparison,"What is the total disease death toll in S. Korea as of May 13, 2026?",35934,Medium,NVIDIA_Nemotron_120B,error,,
Q046,Disease Statistics,Global Comparison,"What is the total disease death toll in S. Korea as of May 13, 2026?",35934,Medium,OpenAI_OSS_120B,hallucinated,300000.0,7.3486
Q046,Disease Statistics,Global Comparison,"What is the total disease death toll in S. Korea as of May 13, 2026?",35934,Medium,Gemma_4_31B,error,,
Q046,Disease Statistics,Global Comparison,"What is the total disease death toll in S. Korea as of May 13, 2026?",35934,Medium,MiniMax_M2_5,refusal,,
Q046,Disease Statistics,Global Comparison,"What is the total disease death toll in S. Korea as of May 13, 2026?",35934,Medium,Baidu_CoBuddy,error,,
Q046,Disease Statistics,Global Comparison,"What is the total disease death toll in S. Korea as of May 13, 2026?",35934,Medium,LiquidAI_Instruct,error,,
Q046,Disease Statistics,Global Comparison,"What is the total disease death toll in S. Korea as of May 13, 2026?",35934,Medium,OpenAI_OSS_20B_OR,hallucinated,0.0,1.0
Q046,Disease Statistics,Global Comparison,"What is the total disease death toll in S. Korea as of May 13, 2026?",35934,Medium,Owl_Alpha,hallucinated,1247853.0,33.7262
Q046,Disease Statistics,Global Comparison,"What is the total disease death toll in S. Korea as of May 13, 2026?",35934,Medium,Free_Router,refusal,,
Q046,Disease Statistics,Global Comparison,"What is the total disease death toll in S. Korea as of May 13, 2026?",35934,Medium,Groq_Compound,hallucinated,371713.0,9.3443
Q046,Disease Statistics,Global Comparison,"What is the total disease death toll in S. Korea as of May 13, 2026?",35934,Medium,Groq_Compound_Mini,error,,
Q046,Disease Statistics,Global Comparison,"What is the total disease death toll in S. Korea as of May 13, 2026?",35934,Medium,Allam_2_7B,refusal,,
Q046,Disease Statistics,Global Comparison,"What is the total disease death toll in S. Korea as of May 13, 2026?",35934,Medium,OSS_Safeguard_20B,error,,
Q047,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Japan as of May 13, 2026?",33803572,Medium,LLaMA_3_3_70B,refusal,,
Q047,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Japan as of May 13, 2026?",33803572,Medium,LLaMA_3_1_8B,refusal,,
Q047,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Japan as of May 13, 2026?",33803572,Medium,LLaMA_4_Scout_17B,refusal,,
Q047,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Japan as of May 13, 2026?",33803572,Medium,Qwen3_32B,hallucinated,2026.0,0.9999
Q047,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Japan as of May 13, 2026?",33803572,Medium,OpenAI_OSS_20B,refusal,,
Q047,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Japan as of May 13, 2026?",33803572,Medium,NVIDIA_Nemotron_120B,error,,
Q047,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Japan as of May 13, 2026?",33803572,Medium,OpenAI_OSS_120B,hallucinated,0.0,1.0
Q047,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Japan as of May 13, 2026?",33803572,Medium,Gemma_4_31B,error,,
Q047,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Japan as of May 13, 2026?",33803572,Medium,MiniMax_M2_5,refusal,,
Q047,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Japan as of May 13, 2026?",33803572,Medium,Baidu_CoBuddy,error,,
Q047,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Japan as of May 13, 2026?",33803572,Medium,LiquidAI_Instruct,error,,
Q047,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Japan as of May 13, 2026?",33803572,Medium,OpenAI_OSS_20B_OR,hallucinated,1200000.0,0.9645
Q047,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Japan as of May 13, 2026?",33803572,Medium,Owl_Alpha,hallucinated,12450000.0,0.6317
Q047,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Japan as of May 13, 2026?",33803572,Medium,Free_Router,refusal,,
Q047,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Japan as of May 13, 2026?",33803572,Medium,Groq_Compound,hallucinated,436.0,1.0
Q047,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Japan as of May 13, 2026?",33803572,Medium,Groq_Compound_Mini,hallucinated,436.0,1.0
Q047,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Japan as of May 13, 2026?",33803572,Medium,Allam_2_7B,refusal,,
Q047,Disease Statistics,Global Comparison,"What is the total number of disease cases reported in Japan as of May 13, 2026?",33803572,Medium,OSS_Safeguard_20B,error,,
Q048,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Japan in total as of May 13, 2026?",33803572,Medium,LLaMA_3_3_70B,refusal,,
Q048,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Japan in total as of May 13, 2026?",33803572,Medium,LLaMA_3_1_8B,refusal,,
Q048,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Japan in total as of May 13, 2026?",33803572,Medium,LLaMA_4_Scout_17B,refusal,,
Q048,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Japan in total as of May 13, 2026?",33803572,Medium,Qwen3_32B,refusal,,
Q048,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Japan in total as of May 13, 2026?",33803572,Medium,OpenAI_OSS_20B,refusal,,
Q048,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Japan in total as of May 13, 2026?",33803572,Medium,NVIDIA_Nemotron_120B,error,,
Q048,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Japan in total as of May 13, 2026?",33803572,Medium,OpenAI_OSS_120B,correct,35000000.0,0.0354
Q048,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Japan in total as of May 13, 2026?",33803572,Medium,Gemma_4_31B,error,,
Q048,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Japan in total as of May 13, 2026?",33803572,Medium,MiniMax_M2_5,refusal,,
Q048,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Japan in total as of May 13, 2026?",33803572,Medium,Baidu_CoBuddy,error,,
Q048,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Japan in total as of May 13, 2026?",33803572,Medium,LiquidAI_Instruct,error,,
Q048,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Japan in total as of May 13, 2026?",33803572,Medium,OpenAI_OSS_20B_OR,hallucinated,0.0,1.0
Q048,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Japan in total as of May 13, 2026?",33803572,Medium,Owl_Alpha,hallucinated,1234567.0,0.9635
Q048,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Japan in total as of May 13, 2026?",33803572,Medium,Free_Router,error,,
Q048,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Japan in total as of May 13, 2026?",33803572,Medium,Groq_Compound,error,,
Q048,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Japan in total as of May 13, 2026?",33803572,Medium,Groq_Compound_Mini,error,,
Q048,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Japan in total as of May 13, 2026?",33803572,Medium,Allam_2_7B,refusal,,
Q048,Disease Statistics,Global Comparison,"How many disease infections have been recorded in Japan in total as of May 13, 2026?",33803572,Medium,OSS_Safeguard_20B,error,,
Q049,Disease Statistics,Global Comparison,"How many disease deaths have been reported in Japan as of May 13, 2026?",74694,Medium,LLaMA_3_3_70B,hallucinated,0.0,1.0
Q049,Disease Statistics,Global Comparison,"How many disease deaths have been reported in Japan as of May 13, 2026?",74694,Medium,LLaMA_3_1_8B,refusal,,
